,Description,Date,Month,Year,Shooting,Local,Latitude,Longitude,zipcode
330,Arrest,10/26/2012,10,2012,No,No,42.34595165,-71.14389142,02135
331,FRAUD,11/27/2012,11,2012,No,No,42.31803204,-71.0410766,02125
332,PropLost,7/14/2012,7,2012,No,No,42.34386134,-71.06599456,02118
333,Ballist,8/25/2012,8,2012,No,No,42.30455635,-71.07950456,02121
334,FRAUD,11/3/2012,11,2012,No,No,42.35260135,-71.12881454,02134
335,TOWED,12/1/2012,12,2012,No,No,42.34587634,-71.08938955,02115
336,VAL,12/24/2012,12,2012,No,No,42.36246135,-71.14057954,02135
337,VAL,12/31/2012,12,2012,No,No,42.30542135,-71.06957456,02122
338,VANDALISM,7/27/2012,7,2012,No,No,42.29867136,-71.11439955,02130
339,VAL,8/17/2012,8,2012,No,No,42.28547136,-71.11887955,02131
340,FRAUD,7/8/2012,7,2012,No,No,42.29812136,-71.08109956,02121
341,RESIDENTIAL BURGLARY,11/1/2012,11,2012,No,No,42.36292967,-71.05253328,02109
342,OTHER LARCENY,7/14/2012,7,2012,No,No,42.28846136,-71.08256956,02124
343,MedAssist,11/9/2012,11,2012,No,No,42.29240636,-71.07320957,02124
344,OTHER LARCENY,11/14/2012,11,2012,No,No,42.31947158,-71.097081,02119
345,FORGERY,8/23/2012,8,2012,No,No,42.27016136,-71.08932456,02126
346,VAL,7/25/2012,7,2012,No,No,42.30567636,-71.06012957,02122
347,ROBBERY,9/24/2012,9,2012,No,No,42.32275156,-71.10004452,02130
348,LICViol,9/25/2012,9,2012,No,No,42.34894635,-71.08488956,02115
349,HOMICIDE,12/15/2012,12,2012,Yes,No,42.3347207,-71.08360311,02120
350,MedAssist,8/1/2012,8,2012,No,No,42.26995636,-71.11751955,02136
351,DRUG CHARGES,7/28/2012,7,2012,No,No,42.31321136,-71.07566956,02121
352,LARCENY FROM MOTOR VEHICLE,11/30/2012,11,2012,No,No,42.34953135,-71.04711957,02210
353,Gather,11/4/2012,11,2012,No,No,42.32710135,-71.09471955,02119
354,VAL,12/15/2012,12,2012,No,No,42.31887635,-71.03996457,02125
355,InvProp,7/25/2012,7,2012,No,No,42.34071635,-71.05267456,02127
356,SIMPLE ASSAULT,8/4/2012,8,2012,No,No,42.37461634,-71.03824956,02128
357,SIMPLE ASSAULT,10/23/2012,10,2012,No,No,42.30618765,-71.06865261,02125
358,Service,8/14/2012,8,2012,No,No,42.33032596,-71.04938397,02127
359,VAL,10/9/2012,10,2012,No,No,42.25621136,-71.12400954,02136
360,DRUG CHARGES,11/9/2012,11,2012,No,No,42.30026635,-71.07766456,02121
361,VANDALISM,10/7/2012,10,2012,No,No,42.34264774,-71.14096753,02135
362,BENoProp,9/15/2012,9,2012,No,No,42.30637017,-71.06020789,02122
363,OTHER LARCENY,8/27/2012,8,2012,No,No,42.29328635,-71.06219956,02122
364,OTHER LARCENY,12/20/2012,12,2012,No,No,42.34710135,-71.07960455,02199
365,SIMPLE ASSAULT,12/6/2012,12,2012,No,No,42.32950135,-71.05696957,02127
366,MedAssist,9/21/2012,9,2012,No,No,42.29540042,-71.08236935,02124
367,MVAcc,11/9/2012,11,2012,No,No,42.30015636,-71.06687456,02124
368,PersLoc,9/25/2012,9,2012,No,No,42.29602136,-71.07718456,02124
369,InvPer,12/7/2012,12,2012,No,No,42.37664634,-71.05591956,02129
370,LARCENY FROM MOTOR VEHICLE,10/28/2012,10,2012,No,No,42.34289135,-71.07026956,02118
371,LARCENY FROM MOTOR VEHICLE,8/12/2012,8,2012,No,No,42.37460634,-71.03748957,02128
372,PersLoc,7/14/2012,7,2012,No,No,42.33867135,-71.07141956,02118
373,Landlord,12/23/2012,12,2012,No,No,42.29383135,-71.06204956,02124
374,AGGRAVATED ASSAULT,12/25/2012,12,2012,No,No,42.31907635,-71.05719956,02125
375,Arrest,10/5/2012,10,2012,No,No,42.37555134,-71.03910957,02128
376,AUTO THEFT,10/3/2012,10,2012,No,No,42.27792715,-71.16123525,02132
377,LARCENY FROM MOTOR VEHICLE,8/3/2012,8,2012,No,No,42.34900151,-71.13410611,02134
378,LARCENY FROM MOTOR VEHICLE,10/31/2012,10,2012,No,No,42.3286598,-71.08561842,02119
379,InvProp,8/24/2012,8,2012,No,No,42.28592595,-71.15540378,02132
380,InvPer,8/19/2012,8,2012,No,No,42.32433135,-71.06845456,02119
381,InvProp,9/2/2012,9,2012,No,No,42.37526134,-71.05331956,02129
382,PropLost,9/8/2012,9,2012,No,No,42.39262966,-71.00843603,02128
383,OTHER LARCENY,12/10/2012,12,2012,No,No,42.35981634,-71.05569956,02109
384,MVAcc,7/10/2012,7,2012,No,No,42.31822135,-71.09094956,02119
385,InvProp,7/28/2012,7,2012,No,No,42.29642135,-71.06471956,02124
386,MedAssist,8/19/2012,8,2012,No,No,42.35931134,-71.06547956,02114
387,DRUG CHARGES,9/19/2012,9,2012,No,No,42.27169137,-71.07850956,02126
388,OTHER LARCENY,12/12/2012,12,2012,No,No,42.28093136,-71.06563956,02124
389,DRUG CHARGES,8/18/2012,8,2012,No,No,42.35237134,-71.06490456,02116
390,Landlord,9/8/2012,9,2012,No,No,42.30100135,-71.08583956,02121
391,LARCENY FROM MOTOR VEHICLE,7/10/2012,7,2012,No,No,42.28403136,-71.12686454,02131
392,ROBBERY,12/2/2012,12,2012,No,No,42.31121103,-71.08915114,02121
393,Arrest,7/31/2012,7,2012,No,No,42.37161634,-71.03765956,02128
394,InvProp,9/1/2012,9,2012,No,No,42.28882136,-71.05877456,02124
395,SearchWarr,10/23/2012,10,2012,No,No,42.34898135,-71.15091453,02135
396,VANDALISM,7/20/2012,7,2012,No,No,42.35358635,-71.13767954,02134
397,OTHER LARCENY,9/4/2012,9,2012,No,No,42.35031635,-71.06058956,02111
398,MedAssist,10/30/2012,10,2012,No,No,42.30869635,-71.11662954,02130
399,OTHER LARCENY,11/24/2012,11,2012,No,No,42.32549135,-71.06574955,02125
400,Service,10/20/2012,10,2012,No,No,42.33950635,-71.06938956,02118
401,Argue,10/20/2012,10,2012,No,No,42.35231135,-71.05799957,02111
402,VAL,10/23/2012,10,2012,No,No,42.28749702,-71.12185768,02131
403,WEAPONS CHARGE,12/7/2012,12,2012,No,No,42.36394634,-71.05943956,02114
404,DRUG CHARGES,9/12/2012,9,2012,No,No,42.36897634,-71.03941457,02128
405,PropDam,10/29/2012,10,2012,No,No,42.31566635,-71.05307956,02125
406,DRUG CHARGES,10/11/2012,10,2012,No,No,42.30542136,-71.08057956,02121
407,InvPer,10/5/2012,10,2012,No,No,42.28306636,-71.13174454,02131
408,OTHER LARCENY,7/31/2012,7,2012,No,No,42.36493691,-71.06055366,02114
409,InvProp,12/29/2012,12,2012,No,No,42.341015,-71.07023868,02118
410,PROSTITUTION CHARGES,10/25/2012,10,2012,No,No,42.30558135,-71.05888456,02122
411,LARCENY FROM MOTOR VEHICLE,8/19/2012,8,2012,No,No,42.36188134,-71.05660956,02108
412,OTHER LARCENY,11/19/2012,11,2012,No,No,42.34163635,-71.08639955,02115
413,SIMPLE ASSAULT,7/14/2012,7,2012,No,No,42.36763134,-71.06576456,02114
414,AUTO THEFT,12/21/2012,12,2012,No,No,42.34294135,-71.08313455,02115
415,OTHER LARCENY,9/20/2012,9,2012,No,No,42.35164135,-71.07485456,02116
416,FRAUD,12/24/2012,12,2012,No,No,42.35260135,-71.12881454,02134
417,InvProp,11/10/2012,11,2012,No,No,42.26523136,-71.11340455,02136
418,ROBBERY,8/7/2012,8,2012,No,No,42.32623635,-71.10315955,02130
419,SIMPLE ASSAULT,10/20/2012,10,2012,No,No,42.35057635,-71.08372456,02116
420,OTHER LARCENY,11/25/2012,11,2012,No,No,42.35612135,-71.16237953,02135
421,AGGRAVATED ASSAULT,8/16/2012,8,2012,No,No,42.31430635,-71.08855955,02121
422,LARCENY FROM MOTOR VEHICLE,11/13/2012,11,2012,No,No,42.35230135,-71.06843956,02116
423,PropFound,12/28/2012,12,2012,No,No,42.33349135,-71.07350956,02119
424,PropLost,11/18/2012,11,2012,No,No,42.35203134,-71.06978956,02116
425,PropFound,12/4/2012,12,2012,No,No,42.36443134,-71.05665957,02113
426,VAL,12/6/2012,12,2012,No,No,42.28413251,-71.06958228,02124
427,LARCENY FROM MOTOR VEHICLE,10/18/2012,10,2012,No,No,42.34860274,-71.13911478,02134
428,TOWED,11/8/2012,11,2012,No,No,42.37834634,-71.05394956,02129
429,OTHER LARCENY,8/25/2012,8,2012,No,No,42.35002135,-71.13200454,02134
430,TOWED,11/19/2012,11,2012,No,No,42.34148135,-71.14156954,02135
431,OTHER LARCENY,11/17/2012,11,2012,No,No,42.34894635,-71.08488956,02115
432,PROSTITUTION CHARGES,12/13/2012,12,2012,No,No,42.34441135,-71.06395957,02118
433,OTHER LARCENY,7/19/2012,7,2012,No,No,42.36122634,-71.06573956,02114
434,VAL,12/21/2012,12,2012,No,No,42.32281635,-71.10085955,02130
435,PhoneCalls,7/13/2012,7,2012,No,No,42.30084758,-71.07981059,02121
436,VAL,11/15/2012,11,2012,No,No,42.35564634,-71.07171456,02116
437,MedAssist,8/24/2012,8,2012,No,No,42.31046635,-71.05676457,02125
438,AGGRAVATED ASSAULT,12/23/2012,12,2012,No,No,42.33794635,-71.07597456,02118
439,PersLoc,10/1/2012,10,2012,No,No,42.36789634,-71.03814957,02128
440,TOWED,9/4/2012,9,2012,No,No,42.28917819,-71.12272641,02131
441,PropLost,7/20/2012,7,2012,No,No,42.34725135,-71.16150953,02135
442,MedAssist,12/24/2012,12,2012,No,No,42.28316636,-71.17026953,02132
443,TOWED,7/25/2012,7,2012,No,No,42.34538135,-71.09823955,02215
444,OTHER LARCENY,12/7/2012,12,2012,No,No,42.30911635,-71.08283956,02121
445,MVAcc,11/30/2012,11,2012,No,No,42.32356635,-71.09016455,02119
446,LARCENY FROM MOTOR VEHICLE,7/25/2012,7,2012,No,No,42.34186135,-71.06634956,02118
447,OTHER,8/12/2012,8,2012,No,No,42.32874135,-71.07623956,02119
448,PropLost,8/25/2012,8,2012,No,No,42.36560134,-71.05615956,02113
449,DRUG CHARGES,7/13/2012,7,2012,No,No,42.28486136,-71.09132455,02124
450,VAL,10/30/2012,10,2012,No,No,42.29263589,-71.06554983,02124
451,LARCENY FROM MOTOR VEHICLE,10/5/2012,10,2012,No,No,42.34279135,-71.10070455,02215
452,OTHER LARCENY,8/15/2012,8,2012,No,No,42.28741368,-71.12021138,02131
453,BENoProp,10/1/2012,10,2012,No,No,42.25292494,-71.11866197,02136
454,SIMPLE ASSAULT,12/10/2012,12,2012,No,No,42.32610135,-71.10434455,02130
455,VAL,7/29/2012,7,2012,No,No,42.32777135,-71.07746956,02119
456,AUTO THEFT,12/21/2012,12,2012,No,No,42.31582635,-71.08125955,02121
457,FIRE,11/19/2012,11,2012,No,No,42.29047556,-71.07801398,02124
458,OTHER LARCENY,8/21/2012,8,2012,No,No,42.29719136,-71.06104957,02122
459,VAL,11/25/2012,11,2012,No,No,42.30299636,-71.11402455,02130
460,LARCENY FROM MOTOR VEHICLE,9/22/2012,9,2012,No,No,42.31021635,-71.09790455,02130
461,VAL,9/12/2012,9,2012,No,No,42.33059603,-71.07210708,02119
462,RESIDENTIAL BURGLARY,9/19/2012,9,2012,No,No,42.33556456,-71.10075838,02115
463,InvProp,11/15/2012,11,2012,No,No,42.30020938,-71.08098959,02121
464,InvProp,8/23/2012,8,2012,No,No,42.25873131,-71.12775436,02136
465,VANDALISM,10/3/2012,10,2012,No,No,42.35316135,-71.13358454,02134
466,VANDALISM,11/12/2012,11,2012,No,No,42.33139635,-71.08233956,02119
467,SIMPLE ASSAULT,12/3/2012,12,2012,No,No,42.29719136,-71.06104957,02122
468,LARCENY FROM MOTOR VEHICLE,12/25/2012,12,2012,No,No,42.33250218,-71.08364636,02119
469,LARCENY FROM MOTOR VEHICLE,11/20/2012,11,2012,No,No,42.28286136,-71.14538954,02131
470,FRAUD,9/26/2012,9,2012,No,No,42.35113634,-71.07341456,02116
471,DRUG CHARGES,10/30/2012,10,2012,No,No,42.29754136,-71.05973457,02122
472,TOWED,7/25/2012,7,2012,No,No,42.32779635,-71.05437456,02127
473,VANDALISM,7/14/2012,7,2012,No,No,42.37901634,-71.03921957,02128
474,PropLost,10/30/2012,10,2012,No,No,42.35562635,-71.15378453,02109
475,MVAcc,11/29/2012,11,2012,No,No,42.29189136,-71.09582956,02124
476,OTHER LARCENY,8/31/2012,8,2012,No,No,42.35647634,-71.05929456,02109
477,MedAssist,12/29/2012,12,2012,No,No,42.33721135,-71.07600456,02118
478,Service,8/15/2012,8,2012,No,No,42.32315635,-71.08772455,02119
479,MedAssist,9/5/2012,9,2012,No,No,42.29189383,-71.09031645,02124
480,VAL,10/23/2012,10,2012,No,No,42.37640634,-71.03117958,02128
481,PropLost,8/15/2012,8,2012,No,No,42.35071134,-71.06006956,02111
482,AUTO THEFT,8/22/2012,8,2012,No,No,42.30136636,-71.06584457,02122
483,Argue,9/20/2012,9,2012,No,No,42.37735134,-71.05797456,02129
484,InvPer,9/6/2012,9,2012,No,No,42.31864756,-71.04370512,02125
485,InvPer,10/7/2012,10,2012,No,No,42.31672136,-71.06556957,02125
486,AGGRAVATED ASSAULT,11/11/2012,11,2012,Yes,No,42.31937815,-71.07571751,02125
487,FRAUD,12/12/2012,12,2012,No,No,42.36249634,-71.06688456,02114
488,OTHER LARCENY,10/29/2012,10,2012,No,No,42.33325635,-71.07289955,02118
489,PropLost,11/30/2012,11,2012,No,No,42.39362701,-71.01210835,02128
490,InvPer,9/1/2012,9,2012,No,No,42.36292967,-71.05253328,02109
491,InvPer,10/31/2012,10,2012,No,No,42.33614915,-71.0467171,02127
492,LARCENY FROM MOTOR VEHICLE,11/27/2012,11,2012,No,No,42.35055135,-71.09055956,02215
493,VIOLATION OF LIQUOR LAWS,11/3/2012,11,2012,No,No,42.34853635,-71.13134954,02134
494,InvPer,12/21/2012,12,2012,No,No,42.35041635,-71.13495453,02134
495,MedAssist,11/2/2012,11,2012,No,No,42.32749583,-71.05531204,02127
496,PubDrink,10/11/2012,10,2012,No,No,42.35006135,-71.07737956,02116
497,OTHER LARCENY,12/10/2012,12,2012,No,No,42.36011634,-71.05723956,02203
498,MedAssist,12/22/2012,12,2012,No,No,42.36913134,-71.03973957,02128
499,VAL,9/14/2012,9,2012,No,No,42.37913134,-71.06683956,02129
500,Service,7/28/2012,7,2012,No,No,42.36346135,-71.05724957,02113
501,SIMPLE ASSAULT,9/26/2012,9,2012,No,No,42.34339135,-71.09848455,02215
502,OTHER LARCENY,12/17/2012,12,2012,No,No,42.35075635,-71.07485456,02116
503,PropFound,10/1/2012,10,2012,No,No,42.33372337,-71.09095643,02120
504,LICViol,9/13/2012,9,2012,No,No,42.35285635,-71.13084954,02134
505,TOWED,11/16/2012,11,2012,No,No,42.33865635,-71.04698456,02127
506,FRAUD,12/27/2012,12,2012,No,No,42.36535688,-71.06151511,02114
507,AGGRAVATED ASSAULT,11/11/2012,11,2012,No,No,42.32204187,-71.07141477,02119
508,AUTO THEFT,12/1/2012,12,2012,No,No,42.32383635,-71.07601956,02119
509,VAL,11/25/2012,11,2012,No,No,42.32543556,-71.06387302,02125
510,Service,7/31/2012,7,2012,No,No,42.37124634,-71.03886957,02128
511,MVAcc,11/9/2012,11,2012,No,No,42.34663135,-71.10508955,02215
512,OTHER LARCENY,10/20/2012,10,2012,No,No,42.35243134,-71.06577456,02108
513,TOWED,11/5/2012,11,2012,No,No,42.34122217,-71.14858688,02135
514,PropLost,10/29/2012,10,2012,No,No,42.30928136,-71.08275956,02121
515,DRUG CHARGES,11/26/2012,11,2012,No,No,42.30690136,-71.08217956,02121
516,AGGRAVATED ASSAULT,8/15/2012,8,2012,No,No,42.36899634,-71.03721957,02128
517,MedAssist,11/8/2012,11,2012,No,No,42.33601135,-71.15097954,02467
518,DRUG CHARGES,10/18/2012,10,2012,No,No,42.34130529,-71.0547108,02127
519,SIMPLE ASSAULT,11/4/2012,11,2012,No,No,42.35369743,-71.13850063,02134
520,AGGRAVATED ASSAULT,9/13/2012,9,2012,No,No,42.32755135,-71.05389957,02127
521,VAL,10/27/2012,10,2012,No,No,42.31589135,-71.06629957,02125
522,LARCENY FROM MOTOR VEHICLE,10/12/2012,10,2012,No,No,42.34865051,-71.04683026,02210
523,OTHER LARCENY,8/17/2012,8,2012,No,No,42.28739788,-71.06193281,02124
524,FRAUD,7/17/2012,7,2012,No,No,42.36535688,-71.06151511,02114
525,MedAssist,8/21/2012,8,2012,No,No,42.34338696,-71.06640317,02118
526,OTHER,10/6/2012,10,2012,No,No,42.27902641,-71.07112459,02124
527,ROBBERY,7/25/2012,7,2012,No,No,42.32549135,-71.06574955,02125
528,RESIDENTIAL BURGLARY,7/29/2012,7,2012,No,No,42.26571491,-71.09995654,02126
529,PropLost,12/9/2012,12,2012,No,No,42.35132134,-71.06481956,02116
530,MedAssist,7/23/2012,7,2012,No,No,42.33816135,-71.15335953,02135
531,LARCENY FROM MOTOR VEHICLE,10/25/2012,10,2012,No,No,42.34861135,-71.06545956,02111
532,Arrest,9/21/2012,9,2012,No,No,42.24501137,-71.13610955,02136
533,TOWED,8/7/2012,8,2012,No,No,42.33088301,-71.06404063,02118
534,LARCENY FROM MOTOR VEHICLE,7/30/2012,7,2012,No,No,42.31081273,-71.10105885,02130
535,PropFound,9/16/2012,9,2012,No,No,42.34924634,-71.06378456,02111
536,SIMPLE ASSAULT,8/8/2012,8,2012,No,No,42.28306636,-71.13174454,02131
537,PhoneCalls,9/9/2012,9,2012,No,No,42.32552106,-71.07354288,02119
538,MedAssist,7/31/2012,7,2012,No,No,42.28077136,-71.07882456,02124
539,LARCENY FROM MOTOR VEHICLE,7/18/2012,7,2012,No,No,42.33722635,-71.07228456,02118
540,LARCENY FROM MOTOR VEHICLE,9/1/2012,9,2012,No,No,42.33568143,-71.08466278,02120
541,AUTO THEFT,10/4/2012,10,2012,No,No,42.31629339,-71.06864178,02125
542,PersLoc,12/15/2012,12,2012,No,No,42.36763134,-71.06576456,02114
543,LARCENY FROM MOTOR VEHICLE,8/3/2012,8,2012,No,No,42.34712894,-71.0852332,02199
544,PropLost,8/18/2012,8,2012,No,No,42.33414135,-71.10478955,02120
545,MVAcc,12/29/2012,12,2012,No,No,42.26158137,-71.12213955,02136
546,PropLost,8/10/2012,8,2012,No,No,42.27377636,-71.09348455,02126
547,DRUG CHARGES,8/26/2012,8,2012,No,No,42.38028134,-71.06035957,02129
548,VANDALISM,10/29/2012,10,2012,No,No,42.32719135,-71.05320956,02127
549,SIMPLE ASSAULT,10/17/2012,10,2012,No,No,42.38601134,-71.00565958,02128
550,MVAcc,9/26/2012,9,2012,No,No,42.33393323,-71.08344727,02119
551,VAL,8/31/2012,8,2012,No,No,42.27829137,-71.13699954,02131
552,Service,11/20/2012,11,2012,No,No,42.36164815,-71.05998657,02203
553,OTHER LARCENY,12/5/2012,12,2012,No,No,42.28486136,-71.04434457,02122
554,RESIDENTIAL BURGLARY,7/30/2012,7,2012,No,No,42.32935635,-71.05601956,02127
555,MVAcc,11/27/2012,11,2012,No,No,42.34909135,-71.15341953,02135
556,PhoneCalls,8/18/2012,8,2012,No,No,42.36783134,-71.03372957,02128
557,VANDALISM,12/2/2012,12,2012,No,No,42.34327635,-71.06520956,02118
558,Arrest,8/10/2012,8,2012,No,No,42.28911136,-71.08920955,02124
559,MVAcc,12/9/2012,12,2012,No,No,42.30146433,-71.13639823,02467
560,FRAUD,8/1/2012,8,2012,No,No,42.31677696,-71.11354625,02130
561,FRAUD,8/21/2012,8,2012,No,No,42.27237317,-71.07526692,02126
562,SIMPLE ASSAULT,9/6/2012,9,2012,No,No,42.36009134,-71.05581956,02109
563,DEATH INVESTIGATION,10/2/2012,10,2012,No,No,42.33664635,-71.08624955,02120
564,VAL,8/20/2012,8,2012,No,No,42.32983635,-71.06938956,02118
565,COMMERCIAL BURGLARY,12/6/2012,12,2012,No,No,42.34857484,-71.07274059,02116
566,TRESPASS,8/14/2012,8,2012,No,No,42.29629136,-71.08094956,02124
567,MedAssist,9/10/2012,9,2012,No,No,42.33731631,-71.04853066,02127
568,InvProp,10/19/2012,10,2012,No,No,42.36606134,-71.05309956,02113
569,OTHER LARCENY,10/8/2012,10,2012,No,No,42.35366868,-71.06358773,02111
570,OTHER,9/12/2012,9,2012,No,No,42.35027134,-71.07746955,02116
571,Hazardous,7/26/2012,7,2012,No,No,42.34140635,-71.06255956,02118
572,InvPer,9/5/2012,9,2012,No,No,42.3164411,-71.06582908,02125
573,DRUG CHARGES,9/4/2012,9,2012,No,No,42.36272959,-71.05875616,02114
574,OTHER LARCENY,8/16/2012,8,2012,No,No,42.31484635,-71.09922455,02119
575,DRUG CHARGES,8/15/2012,8,2012,No,No,42.34130529,-71.0547108,02127
576,MVAcc,7/16/2012,7,2012,No,No,42.35738134,-71.07008456,02114
577,InvProp,8/19/2012,8,2012,No,No,42.32976547,-71.05248859,02127
578,OTHER LARCENY,8/27/2012,8,2012,No,No,42.29701123,-71.15752877,02467
579,VAL,10/23/2012,10,2012,No,No,42.30542136,-71.08057956,02121
580,OTHER LARCENY,9/14/2012,9,2012,No,No,42.35061134,-71.06499456,02116
581,LARCENY FROM MOTOR VEHICLE,12/30/2012,12,2012,No,No,42.34937135,-71.13249454,02134
582,InvPer,11/5/2012,11,2012,No,No,42.25258121,-71.13052569,02136
583,VAL,7/13/2012,7,2012,No,No,42.29655136,-71.07950956,02124
584,InvPer,12/19/2012,12,2012,No,No,42.3214787,-71.09610454,02119
585,VAL,7/23/2012,7,2012,No,No,42.37808134,-71.06590956,02129
586,PropLost,12/9/2012,12,2012,No,No,42.34904635,-71.08104955,02199
587,OTHER LARCENY,7/19/2012,7,2012,No,No,42.34217135,-71.07498456,02118
588,VANDALISM,10/16/2012,10,2012,No,No,42.29088808,-71.08759225,02124
589,InvProp,10/19/2012,10,2012,No,No,42.34549235,-71.04085337,02210
590,PropLost,11/1/2012,11,2012,No,No,42.34266635,-71.09938455,02215
591,VAL,8/29/2012,8,2012,No,No,42.33676635,-71.07665456,02118
592,InvPer,10/10/2012,10,2012,No,No,42.37346134,-71.03357458,02128
593,TOWED,11/5/2012,11,2012,No,No,42.33451635,-71.02501957,02127
594,Arrest,12/22/2012,12,2012,No,No,42.28572636,-71.09031956,02124
595,MVAcc,10/5/2012,10,2012,No,No,42.32432635,-71.10850955,02130
596,InvPer,9/26/2012,9,2012,No,No,42.29174136,-71.07718956,02124
597,Service,10/1/2012,10,2012,No,No,42.35182135,-71.12087954,02215
598,InvProp,11/19/2012,11,2012,No,No,42.32600135,-71.10026955,02130
599,VAL,11/7/2012,11,2012,No,No,42.31667136,-71.05540456,02125
600,AGGRAVATED ASSAULT,7/31/2012,7,2012,No,No,42.35495134,-71.06299456,02111
601,MVAcc,7/30/2012,7,2012,No,No,42.31706136,-71.11335955,02130
602,SexReg,12/23/2012,12,2012,No,No,42.30420135,-71.06099956,02122
603,OTHER LARCENY,10/5/2012,10,2012,No,No,42.30573779,-71.10936824,02130
604,LARCENY FROM MOTOR VEHICLE,10/26/2012,10,2012,No,No,42.31026202,-71.06350327,02125
605,VAL,9/4/2012,9,2012,No,No,42.35369743,-71.13850063,02134
606,SIMPLE ASSAULT,8/21/2012,8,2012,No,No,42.32276135,-71.10442455,02130
607,FRAUD,12/18/2012,12,2012,No,No,42.37828994,-71.06936183,02129
608,Landlord,8/26/2012,8,2012,No,No,42.36060634,-71.06779456,02114
609,RESIDENTIAL BURGLARY,7/28/2012,7,2012,No,No,42.32224185,-71.0843226,02119
610,COMMERCIAL BURGLARY,12/19/2012,12,2012,No,No,42.35776135,-71.13938953,02135
611,VANDALISM,10/5/2012,10,2012,No,No,42.33880135,-71.05080957,02127
612,Arrest,10/15/2012,10,2012,No,No,42.27156636,-71.07749956,02126
613,SIMPLE ASSAULT,10/26/2012,10,2012,No,No,42.31669209,-71.11263375,02130
614,SIMPLE ASSAULT,12/15/2012,12,2012,No,No,42.2719411,-71.09211275,02126
615,VAL,11/2/2012,11,2012,No,No,42.34555135,-71.13646954,02135
616,SIMPLE ASSAULT,10/14/2012,10,2012,No,No,42.26106588,-71.11936774,02136
617,FIRE,12/15/2012,12,2012,No,No,42.34056135,-71.08859455,02115
618,FORGERY,9/25/2012,9,2012,No,No,42.31686887,-71.06533738,02125
619,FIRE,11/15/2012,11,2012,No,No,42.37120634,-71.03473958,02128
620,FRAUD,12/11/2012,12,2012,No,No,42.34665135,-71.15210953,02135
621,Service,12/19/2012,12,2012,No,No,42.36164815,-71.05998657,02203
622,RESIDENTIAL BURGLARY,7/9/2012,7,2012,No,No,42.36396134,-71.05597956,02113
623,VAL,11/12/2012,11,2012,No,No,42.31230136,-71.05500957,02125
624,DRUG CHARGES,10/9/2012,10,2012,No,No,42.36812134,-71.04024457,02128
625,OTHER,9/19/2012,9,2012,No,No,42.33930135,-71.08031956,02118
626,MedAssist,10/19/2012,10,2012,No,No,42.33372337,-71.09095643,02120
627,OTHER LARCENY,11/18/2012,11,2012,No,No,42.36552135,-71.06121957,02114
628,VANDALISM,11/13/2012,11,2012,No,No,42.31865425,-71.10443256,02130
629,LARCENY FROM MOTOR VEHICLE,10/13/2012,10,2012,No,No,42.34215135,-71.08407956,02115
630,VANDALISM,10/31/2012,10,2012,No,No,42.31614135,-71.09903954,02119
631,RESIDENTIAL BURGLARY,7/10/2012,7,2012,No,No,42.25549136,-71.12617954,02136
632,LARCENY FROM MOTOR VEHICLE,12/30/2012,12,2012,No,No,42.30508734,-71.13046856,02130
633,SIMPLE ASSAULT,9/3/2012,9,2012,No,No,42.33667135,-71.08208956,02118
634,FIRE,11/10/2012,11,2012,No,No,42.36213634,-71.05337456,02109
635,VAL,9/19/2012,9,2012,No,No,42.31946685,-71.06553847,02125
636,MedAssist,8/7/2012,8,2012,No,No,42.33618135,-71.07789455,02118
